lat,long,name
609.201,116.813,Azoyú
57.205,199.375,Cocula
597.238,114.463,Copala
593.497,189.817,Copalillo
605.184,159.918,Copanatoyac
595.794,119.905,Cuautepec
609.946,179.813,Huamuxtitlán
612.321,122.673,Igualapa
604.997,146.052,Malinaltepec
61.452,145.555,Metlatónoc
583.175,157.396,Mochitlán
603.486,183.979,Olinalá
615.654,118.537,Ometepec
574.622,230.788,Pilcaya
541.228,210.785,Pungarabato
564.408,211.262,Teloloapan
572.931,227.516,Tetipac
619.734,13.212,Tlacoachistlahuaca
547.329,215.194,Tlalchapa
547.405,206.516,Tlapehuala
6.098,157.693,Xalpatláhuac
622.112,126.074,Xochistlahuaca
523.034,21.159,Zirándaro
588.835,17.598,Zitlala
596.081,145.863,Acatepec
605.938,138.148,Iliatenco
622.019,311.236,Acaxochitlán
598.085,317.746,Actopan
593.264,309.938,Ajacuba
582.627,324.783,Alfajayucan
617.081,287.834,Almoloya
588.106,305.165,Atitalaquia
616.126,358.679,Atlapexco
609.464,351.888,Calnali
579.924,316.685,Chapantongo
59.757,36.526,Chapulhuacán
587.561,320.904,Chilcuautla
60.723,303.487,Epazoyucan
625.972,330.432,Huehuetla
610.975,365.619,Jaltocán
601.987,333.389,Metztitlán
595.454,369.873,Pisaflores
611.149,301.447,Singuilucan
583.889,332.253,Tasquillo
57.396,331.481,Tecozautla
611.733,291.225,Tepeapulco
587.809,309.253,Tlahuelilpan
606.836,358.954,Tlanchinol
597.959,298.765,Tolcayuca
618.972,349.441,Xochiatipan
615.785,352.586,Yahualica
606.218,29.862,Zempoala
46.614,34.426,Acatic
439.449,349.438,Amatitán
484.759,329.321,Ayotlán
414.557,279.674,Casimiro Castillo
409.006,259.917,Cihuatlán
453.899,417.348,Colotlán
462.112,355.304,Cuquío
491.384,327.113,Degollado
426.797,344.415,Etzatlán
423.706,29.063,El Grullo
402.196,274.532,La Huerta
474.131,317.286,Jamay
449.623,318.084,Jocotepec
458.416,329.587,Juanacatlán
403.795,332.388,Mascota
461.655,295.748,Mazamitla
428.863,423.958,Mezquitic
471.958,323.609,Ocotlán
450.881,257.207,Pihuamo
465.812,321.818,Poncitlán
390.957,340.224,Puerto Vallarta
407.015,29.019,Villa Purificación
455.828,331.247,El Salto
490.993,35.675,San Julián
440.494,335.086,Tala
439.014,299.279,Tapalpa
429.707,314.087,Tecolotlán
390.843,301.032,Tomatlán
471.947,331.837,Tototlán
449.244,273.728,Tuxpan
43.854,286.114,San Gabriel
440.619,324.065,Villa Corona
451.836,280.833,Zapotiltic
573.952,287.948,Morelos
580.935,261.831,Ocoyoacac
577.343,270.805,Otzolotepec
568.173,314.173,Polotitlán
562.919,23.293,Sultepec
554.625,239.098,Tejupilco
561.248,297.352,Temascalcingo
562.838,250.373,Temascaltepec
575.553,272.782,Temoaya
576.302,244.567,Tenancingo
571.357,295.396,Timilpan
548.301,243.736,Luvianos
583.002,224.668,Amacuzac
598.755,243.184,Atlatlahucan
587.372,244.277,Cuernavaca
602.539,230.234,Jantetelco
58.799,224.084,Jojutla
599.597,224.721,Tepalcingo
591.247,221.896,Tlaquiltenango
596.082,244.021,Tlayacapan
587.615,234.059,Xochitepec
593.858,240.371,Yautepec
599.507,23.896,Yecapixtla
602.595,233.518,Temoac
558.249,705.263,Anáhuac
567.439,587.615,Montemorelos
640.644,307.763,Huehuetla
339.234,9.879,Las Delicias
54.902,614.709,San Pedro Garza Garcia
531.269,422.685,Soledad de Graciano Sánchez
419.939,249.633,Manzanillo
586.163,268.687,Naucalpan de Juárez
45.079,330.655,Hacienda Santa Fe
590.718,281.707,Fuentes del Valle
5.758,261.133,San Salvador Tizatlalli
556.109,613.177,Jardines de la Silla (Jardines)
599.807,263.467,San Buenaventura
587.593,293.452,Colonia Santa Teresa
600.513,262.945,San Jerónimo Cuatro Vientos
596.188,284.701,San Martín Azcatepec
557.035,628.362,Fraccionamiento Real Palmas
405.075,989.757,Pórticos de San Antonio
596.921,265.524,San Isidro
504.586,364.755,Centro Familiar la Soledad
575.764,2.658,San José Guadalupe Otzacatipan
453.375,333.218,Las Pintitas
596.124,265.739,Emiliano Zapata
595.684,258.784,San Antonio Tecómitl
31.342,559.409,Licenciado Benito Juárez (Campo Gobierno)
599.881,28.487,Teotihuacán de Arista
585.577,267.474,Jesús del Monte
574.582,260.795,San Jorge Pueblo Nuevo
416.622,830.678,Manuel Ojinaga
724.978,992.245,Terrazas del Valle
505.136,365.691,La Ermita
449.572,329.242,Lomas del Sur
547.533,621.975,Parque Industrial Ciudad Mitras
548.257,621.269,Mitras Poniente
246.673,988.729,Villa del Prado 2da Sección
588.418,239.484,Tres de Mayo
597.443,29.508,Don Antonio
638.859,151.093,Heroica Ciudad de Tlaxiaco
584.368,208.117,Ciudad de Huitzuco
624.355,24.908,Casa Blanca
604.618,305.567,La Providencia Siglo XXI
590.434,280.816,Ampliación San Mateo (Colonia Solidaridad)
741.997,199.795,Fraccionamiento Ciudad Olmeca
612.837,262.868,San Rafael Tlanalapan
596.335,28.616,Tecámac de Felipe Villanueva
549.173,332.466,Venceremos
593.017,283.334,Alborada Jaltenco
689.796,681.525,Crucecita
590.256,240.118,Progreso
50.826,269.148,Santa Clara del Cobre
657.589,240.267,Palmira
639.629,264.679,Villa de El Carmen Tequexquitla
451.148,332.175,Real del Valle (El Paraíso) [Fraccionamiento]
101.638,99.335,Villa del Campo
671.113,1.325,Vicente Guerrero
521.437,282.613,Morelos
456.957,332.665,Centro de Readaptación Social
583.854,28.054,Veintidós de Febrero
686.782,258.753,Fraccionamiento Geovillas los Pinos
597.865,236.321,Juan Morales
616.227,253.563,Santa María Zacatepec
448.811,334.171,La Tijera
447.913,331.176,Lomas de San Agustín
661.959,241.695,Córdoba (Santa Leticia)
23.434,464.342,Las Palmas
595.079,257.341,San Francisco Tecoxpa
416.017,28.011,La Resolana
450.717,331.376,Villas de la Hacienda [Fraccionamiento]
519.302,284.532,Conjunto Habitacional Villas del Pedregal
7.955,194.221,Pomoca
80.261,143.938,Simojovel de Allende
592.055,277.254,Puerto Escondido (Tepeolulco Puerto Escondido)
58.664,236.813,Unidad Habitacional José María Morelos y Pavón
850.606,126.097,Nueva Palestina
242.132,476.146,Las Veredas
597.306,26.732,Profesor Carlos Hank González
592.559,292.577,Fraccionamiento la Trinidad
671.709,139.424,Santa Cruz Amilpas
594.713,289.967,Paseos de San Juan
